idLaw,wizara,sujet,type,num,date,num_jarida,date_jarida,page_jarida,مجال
1132,وزارة التجارة وترقية الصادرات,يعدل القرار المؤرخ في 19 جمادى الأولى عام 1440 الموافق 26 يناير سنة 2019 الذي يحدد قائمة البضائع الخاضعة للرسم الإضافي المؤقت الوقائي والنسب المتعلقة بها.,قرار ممضي في 19 ديسمبر 2023,,19 ديسمبر 2023,84,27 ديسمبر 2023،,27,Non spécifié
1133,المحكمة الدستورية,يتعلق بمطابقة القانون العضوي المعدل والمتمم للقانون العضوي رقم 18-15 المؤرخ في 22 ذي الحجة عام 1439 الموافق 2 سبتمبر سنة 2018 والمتعلق بقوانين المالية، للدستور.,قرار,05/D.C.CCC,20 ديسمبر 2023,1,07 يناير 2024،,6,المالية
1134,وزارة المالية,يعدل ويتمم القانون العضوي رقم 18-15 المؤرخ في 22 ذي الحجة عام 1439 الموافق 2 سبتمبر سنة 2018 والمتعلق بقوانين المالية.,قانون عضوي,23-23,31 ديسمبر 2023,1,07 يناير 2024،,7,المالية
1135,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئاسة الجمهورية.,مرسوم رئاسي,24-02,06 يناير 2024,1,07 يناير 2024،,8,"المالية, السياسة"
1136,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الشؤون الخارجية والجالية الوطنية بالخارج.,مرسوم رئاسي,24-03,06 يناير 2024,1,07 يناير 2024،,9,"المالية, السياسة"
1137,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف الرئيس الأول للمحكمة العليا.,مرسوم رئاسي,24-04,06 يناير 2024,1,07 يناير 2024،,11,"المالية, السياسة"
1138,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس مجلس الدولة.,مرسوم رئاسي,24-05,06 يناير 2024,1,07 يناير 2024،,13,"المالية, السياسة"
1139,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف نائب رئيس المجلس الأعلى للقضاء.,مرسوم رئاسي,24-06,06 يناير 2024,1,07 يناير 2024،,15,"المالية, السياسة"
1140,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف الوزير الأول.,مرسوم تنفيذي,24-07,06 يناير 2024,1,07 يناير 2024،,17,"المالية, السياسة"
1141,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون الماليـة لسنة 2024، الموضوعة تحت تصرف وزير الداخلية والجماعات المحلية والتهيئة العمرانية.,مرسوم تنفيذي,24-08,06 يناير 2024,1,07 يناير 2024،,19,"المالية, السياسة"
1142,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون الماليـة لسنة 2024، الموضوعة تحت تصرف وزير العدل، حافظ الأختام.,مرسوم تنفيذي,24-09,06 يناير 2024,1,07 يناير 2024،,23,"المالية, السياسة"
1143,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير المالية.,مرسوم تنفيذي,24-10,06 يناير 2024,1,07 يناير 2024،,25,"المالية, السياسة"
1144,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون الماليـة لسنة 2024، الموضوعة تحت تصرف وزير الطاقة والمناجم.,مرسوم تنفيذي,24-11,06 يناير 2024,1,07 يناير 2024،,28,"المالية, السياسة"
1145,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير المجاهدين وذوي الحقوق.,مرسوم تنفيذي,24-12,06 يناير 2024,1,07 يناير 2024،,31,"المالية, السياسة"
1146,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الشؤون الدينية والأوقاف.,مرسوم تنفيذي,24-13,06 يناير 2024,1,07 يناير 2024،,33,"المالية, السياسة"
1147,وزارة المالية,بتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير التربية الوطنية.,مرسوم تنفيذي,24-14,06 يناير 2024,1,07 يناير 2024،,35,"المالية, السياسة"
1148,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير التعليم العالي والبحث العلمي.,مرسوم تنفيذي,24-15,06 يناير 2024,1,07 يناير 2024،,37,"المالية, السياسة"
1149,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير التكوين والتعليم المهنيين.,مرسوم تنفيذي,24-16,06 يناير 2024,1,07 يناير 2024،,40,"المالية, السياسة"
1150,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزيرة الثقافة والفنون.,مرسوم تنفيذي,24-17,06 يناير 2024,1,07 يناير 2024،,42,"المالية, السياسة"
1151,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الشباب والرياضة.,مرسوم تنفيذي,24-18,06 يناير 2024,1,07 يناير 2024،,44,"المالية, السياسة"
1152,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الرقمنة والإحصائيات.,مرسوم تنفيذي,24-19,06 يناير 2024,1,07 يناير 2024،,46,"المالية, السياسة"
1153,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير البريد والمواصلات السلكية واللاسلكية.,مرسوم تنفيذي,24-20,06 يناير 2024,1,07 يناير 2024،,48,"المالية, السياسة"
1154,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزيرة التضامن الوطني والأسرة وقضايا المرأة.,مرسوم تنفيذي,24-21,06 يناير 2024,1,07 يناير 2024،,51,"المالية, السياسة"
1155,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الصناعة والإنتاج الصيدلاني.,مرسوم تنفيذي,24-22,06 يناير 2024,1,07 يناير 2024،,53,"المالية, السياسة"
1156,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الفلاحة والتنمية الريفية.,مرسوم تنفيذي,24-23,06 يناير 2024,1,07 يناير 2024،,55,"المالية, السياسة"
1157,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير السكن والعمران والمدينة.,مرسوم تنفيذي,24-24,06 يناير 2024,1,07 يناير 2024،,57,"المالية, السياسة"
1158,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير التجارة وترقية الصادرات.,مرسوم تنفيذي,24-25,06 يناير 2024,1,07 يناير 2024،,59,"المالية, السياسة"
1159,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الاتصال.,مرسوم تنفيذي,24-26,06 يناير 2024,1,07 يناير 2024،,61,"المالية, السياسة"
1160,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الأشغال العمومية والمنشآت القاعدية.,مرسوم تنفيذي,24-27,06 يناير 2024,1,07 يناير 2024،,63,"المالية, السياسة"
1161,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الري.,مرسوم تنفيذي,24-28,06 يناير 2024,1,07 يناير 2024،,65,"التعليم, المالية, السياسة"
1162,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير النقل.,مرسوم تنفيذي,24-29,06 يناير 2024,1,07 يناير 2024،,67,"المالية, السياسة"
1163,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير السياحة والصناعة التقليدية.,مرسوم تنفيذي,24-30,06 يناير 2024,1,07 يناير 2024،,69,"المالية, السياسة"
1164,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الصحة.,مرسوم تنفيذي,24-31,06 يناير 2024,1,07 يناير 2024،,71,"الصحة, المالية, السياسة"
1165,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير العمل والتشغيل والضمان الاجتماعي.,مرسوم تنفيذي,24-32,06 يناير 2024,1,07 يناير 2024،,73,"المالية, السياسة"
1166,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزيرة العلاقات مع البرلمان.,مرسوم تنفيذي,24-33,06 يناير 2024,1,07 يناير 2024،,75,"المالية, السياسة"
1167,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزيرة البيئة والطاقات المتجددة.,مرسوم تنفيذي,24-34,06 يناير 2024,1,07 يناير 2024،,77,"المالية, السياسة"
1168,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير الصيد البحري والمنتجات الصيدية.,مرسوم تنفيذي,24-35,06 يناير 2024,1,07 يناير 2024،,79,"المالية, السياسة"
1169,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف وزير اقتصاد المعرفة والمؤسسات الناشئة والمؤسسات المصغرة.,مرسوم تنفيذي,24-36,06 يناير 2024,1,07 يناير 2024،,81,"المالية, السياسة"
1170,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون الماليـة لسنة 2024، الموضوعة تحت تصرف رئيس مجلس المحاسبة.,مرسوم تنفيذي,24-37,06 يناير 2024,1,07 يناير 2024،,83,"المالية, السياسة"
1171,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس السلطة العليا للشفافية والوقاية من الفساد ومكافحته.,مرسوم تنفيذي,24-38,06 يناير 2024,1,07 يناير 2024،,85,"المالية, السياسة"
1172,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس السلطة الوطنية المستقلة للانتخابات.,مرسوم تنفيذي,24-39,06 يناير 2024,1,07 يناير 2024،,87,"المالية, السياسة"
1173,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس المجلس الوطني الاقتصادي والاجتماعي والبيئي.,مرسوم تنفيذي,24-40,06 يناير 2024,1,07 يناير 2024،,89,"المالية, السياسة"
1174,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس المجلس الإسلامي الأعلى.,مرسوم تنفيذي,24-41,06 يناير 2024,1,07 يناير 2024،,91,"المالية, السياسة"
1175,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس المجلس الأعلى للغة العربية.,مرسوم تنفيذي,24-42,06 يناير 2024,1,07 يناير 2024،,93,"المالية, السياسة"
1176,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس المجلس الوطني لحقوق الإنسان.,مرسوم تنفيذي,24-43,06 يناير 2024,1,07 يناير 2024،,95,"المالية, السياسة"
1177,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس الأكاديمية الجزائرية للعلوم والتكنولوجيات.,مرسوم تنفيذي,24-44,06 يناير 2024,1,07 يناير 2024،,97,"المالية, السياسة"
1178,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس المجلس الوطني للبحث العلمي والتكنولوجيات.,مرسوم تنفيذي,24-45,06 يناير 2024,1,07 يناير 2024،,99,"المالية, السياسة"
1179,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس المرصد الوطني للمجتمع المدني.,مرسوم تنفيذي,24-46,06 يناير 2024,1,07 يناير 2024،,101,"المالية, السياسة"
1180,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس المجلس الأعلى للشباب.,مرسوم تنفيذي,24-47,06 يناير 2024,1,07 يناير 2024،,103,"المالية, السياسة"
1181,وزارة الشؤون الخارجية والجالية الوطنية بالخارج,يتضمن التصديق على بروتوكول التعاون بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية التركية، في مجالات الإعلام والاتصال، الموقع بأنقرة في 16 مايو سنة 2022.,مرسوم رئاسي,23-492,31 ديسمبر 2023,2,10 يناير 2024،,5,الصناعة
1182,وزارة الشؤون الخارجية والجالية الوطنية بالخارج,يتضمن التصديق على مذكرة التفاهم بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية التركية للتعاون في مجال المناجم، المرقعة بأنقرة في 16 مايو سنة 2022.,مرسوم رئاسي,23-493,31 ديسمبر 2023,2,10 يناير 2024،,6,الصناعة
1183,وزارة الشؤون الخارجية والجالية الوطنية بالخارج,يتضمن التصديق على مذكرة التفاهم للتعاون بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية التركية في مجال التربية والتعليم، الموقعة بأنقرة في 16 مايو سنة 2022.,مرسوم رئاسي,23-494,31 ديسمبر 2023,2,10 يناير 2024،,9,الصناعة
1184,وزارة الشؤون الخارجية والجالية الوطنية بالخارج,يتضمن التصديق على مذكرة التفاهم في مجال التكوين المهني بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية التركية، الموقعة بأنقرة في 16 مايو سنة 2022.,مرسوم رئاسي,23-495,31 ديسمبر 2023,2,10 يناير 2024،,11,الصناعة
1185,وزارة الشؤون الخارجية والجالية الوطنية بالخارج,يتضمن التصديق على مذكرة التفاهم للتعاون بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية التركية في مجال الصيد البحري وتربية المائيات، الموقعة بأنقرة في 16 مايو سنة 2022.,مرسوم رئاسي,23-496,31 ديسمبر 2023,2,10 يناير 2024،,13,الصناعة
1186,وزارة المالية,يتضمن تحويل اعتماد بعنوان ميزانية الدولة، يوضع تحت تصرف وزير الأشغال العمومية والمنشآت القاعدية.,مرسوم رئاسي,23-485,26 ديسمبر 2023,2,10 يناير 2024،,15,"المالية, السياسة"
1187,وزارة الدفاع الوطني,يحدد تنظيم المدارس الوطنية للتكوين شبه الطبي للصحة العسكرية وكيفيات سيرها.,مرسوم رئاسي,23-491,31 ديسمبر 2023,2,10 يناير 2024،,16,Non spécifié
1188,مصالح الوزارة الأولى,يحدد إطار تنظيم المسابقات والامتحانات المهنية للالتحاق بالرتب المنتمية للأسلاك الخاصة بالمديرية العامة للوظيفة العمومية.,قرار ممضي في 23 غشت 2023,,23 غشت 2023,2,10 يناير 2024،,25,Non spécifié
1189,مصالح الوزارة الأولى,يحدد قائمة المؤسسات العمومية للتكوين المؤهلة لتنظيم إجراء المسابقات على أساس الاختبارات والامتحانات المهنية للالتحاق بالرتب المنتمية للأسلاك الخاصة بالمديرية العامة للوظيفة العمومية.,قرار ممضي في 23 غشت 2023,,23 غشت 2023,2,10 يناير 2024،,29,Non spécifié
1190,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,يحدد كيفيات إعداد مخطط أمن محيط الحماية لجامع الجزائر ومضمونه.,قرار ممضي في 17 ديسمبر 2023,,17 ديسمبر 2023,2,10 يناير 2024،,31,Non spécifié
1191,وزارة الداخلية والجماعات المحلية والتهيئة العمرانية,يحدد تشكيلة اللجنة الولائية المكلفة بتقييم ومتابعة تنفيذ تدابير تأمين محيط الحماية لجامع الجزائر وتنظيمها وسيرها.,قرار ممضي في 17 ديسمبر 2023,,17 ديسمبر 2023,2,10 يناير 2024،,32,Non spécifié
1192,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس مجلس الأمة.,مرسوم رئاسي,24-50,13 يناير 2024,3,14 يناير 2024،,5,"المالية, السياسة"
1193,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس المجلس الشعبي الوطني.,مرسوم رئاسي,24-51,13 يناير 2024,3,14 يناير 2024،,7,"المالية, السياسة"
1194,وزارة المالية,يتضمن توزيع رخص الالتزام واعتمادات الدفع المفتوحة بعنوان ميزانية الدولة، بموجب قانون المالية لسنة 2024، الموضوعة تحت تصرف رئيس المحكمة الدستورية.,مرسوم رئاسي,24-52,13 يناير 2024,3,14 يناير 2024،,9,"المالية, السياسة"
1195,وزارة السياحة والصناعة التقليدية,يعدل المرسوم رقم 88-232 المؤرخ في 25 ربيع الأول عام 1409 الموافق 5 نوفمبر سنة 1988 والمتضمن الإعلان عن مناطق التوسع السياحي.,مرسوم تنفيذي,24-01,04 يناير 2024,3,14 يناير 2024،,11,Non spécifié
1196,وزارة الفلاحة والتنمية الريفية,يتضمن إلغاء تصنيف قطع أراض فلاحية موجهة لإنجاز سكنات وتجهيزات عمومية على مستوى بعض الولايات.,مرسوم تنفيذي,24-48,09 يناير 2024,3,14 يناير 2024،,12,Non spécifié
1197,وزارة الدفاع الوطني,يعدل ويتمم القرار الوزاري المشترك المؤرخ في 11 شوال عام 1421 الموافق 6 يناير سنة 2001 الذي يحدد الأحكام المطبقة على الأسلحة وعناصر الأسلحة والذخيرة وعناصر الذخيرة التي تصبح حيازتها غير قانونية و/أو التي تسحب الرخص المتعلقة بها من طرف السلطة المختصة.,قرار وزاري مشترك ممضي في 12 أكتوبر 2023,,12 أكتوبر 2023,3,14 يناير 2024،,24,Non spécifié
1198,وزارة الدفاع الوطني,يحدد كيفيات استيراد العتاد والأسلحة وعناصر الأسلحة والذخيرة وعناصر الذخيرة من طرف الإدارات العمومية المكلفة بخدمة شرطة.,قرار وزاري مشترك ممضي في 12 أكتوبر 2023,,12 أكتوبر 2023,3,14 يناير 2024،,27,Non spécifié
1199,وزارة الدفاع الوطني,يحدد شروط وكيفيات إعداد تأشيرة استيراد العتاد والأسلحة وعناصر الأسلحة والذخيرة وعناصر الذخيرة.,قرار وزاري مشترك ممضي في 12 أكتوبر 2023,,12 أكتوبر 2023,3,14 يناير 2024،,31,Non spécifié
1200,وزارة الدفاع الوطني,يحدد الإجراءات التحفظية المطبقة على التجهيزات الحساسة التي سحبت أو ألغيت نهائيا الاعتمادات ورخص الاقتناء والاستيراد و/أو الاستغلال المتعلقة بها من قبل السلطات المختصة، وكذا وجهتها النهائية.,قرار وزاري مشترك ممضي في 31 أكتوبر 2023,,31 أكتوبر 2023,3,14 يناير 2024،,36,Non spécifié
1201,وزارة المالية,يحدد كيفيات إرجاع الحقوق والرسوم من طرف إدارة الجمارك.,قرار ممضي في 06 سبتمبر 2023,,06 سبتمبر 2023,3,14 يناير 2024،,42,السياسة
1202,وزارة الشباب والرياضة,يحدد مبلغ وكيفيات منح تعويضات الأمين العام للجنة ورؤساء وأعضاء اللجان المتخصصة ومجموع الإطارات والمستخدمين الموضوعين تحت تصرف اللجنة العليا المنظمة لدورة الألعاب الرياضية العربية الخامسة عشر - الجزائر 2023.,قرار وزاري مشترك ممضي في 19 ديسمبر 2023,,19 ديسمبر 2023,3,14 يناير 2024،,45,Non spécifié
1203,المجلس الأعلى للشباب,يتضمن إحداث نشرة رسمية للمجلس الأعلى للشباب.,قرار وزاري مشترك ممضي في 02 أكتوبر 2023,,02 أكتوبر 2023,3,14 يناير 2024،,46,Non spécifié
1204,وزارة الدفاع الوطني,يتضمن تغيير تسمية المدرسة الوطنية لشبه الطبي للصحة العسكرية.,مرسوم رئاسي,24-53,14 يناير 2024,4,23 يناير 2024،,4,Non spécifié
1205,وزارة الدفاع الوطني,يتضمن إنشاء المدرسة الوطنية للتكوين شبه الطبي للصحة العسكرية بتامنغست.,مرسوم رئاسي,24-54,14 يناير 2024,4,23 يناير 2024،,4,Non spécifié
1206,وزارة المالية,يتضمن نقل اعتماد بعنوان ميزانية الدولة.,مرسوم تنفيذي,23-497,31 ديسمبر 2023,4,23 يناير 2024،,5,"المالية, السياسة"
1207,وزارة المالية,يتضمن نقل اعتماد بعنوان ميزانية الدولة، موضوع تحت تصرف وزير التكوين والتعليم المهنيين.,مرسوم تنفيذي,23-498,31 ديسمبر 2023,4,23 يناير 2024،,6,"المالية, السياسة"
1208,وزارة العمل والتشغيل والضمان الاجتماعي,يعدل ويتمم المرسوم التنفيذي رقم 15-289 المؤرخ في 2 صفر عام 1437 الموافق 14 نوفمبر سنة 2015 والمتعلق بالضمان الاجتماعي للأشخاص غير الأجراء الذين يمارسون نشاطا لحسابهم الخاص.,مرسوم تنفيذي,24-49,13 يناير 2024,4,23 يناير 2024،,7,Non spécifié
1209,وزارة الفلاحة والتنمية الريفية,يعدل ويتمم المرسوم التنفيذي رقم 21-432 المؤرخ في 28 ربيع الأول عام 1443 الموافق 4 نوفمبر سنة 2021 الذي يحدد شروط وكيفيات منح الأراضي التابعة للأملاك الخاصة للدولة، للاستصلاح في إطار الامتياز.,مرسوم تنفيذي,24-55,23 يناير 2024,4,23 يناير 2024،,9,الزراعة
1210,رئاسة الجمهورية,يعدل ويتمم القرار الوزاري المشترك المؤرخ في 23 ربيع الثاني عام 1437 الموافق 2 فبراير سنة 2016 والمتضمن وضع بعض أسلاك شبه الطبيين التابعة للإدارة المكلفة بالصحة في حالة القيام بالخدمة لدى رئاسة الجمهورية.,قرار وزاري مشترك ممضي في 09 نوفمبر 2023,,09 نوفمبر 2023,4,23 يناير 2024،,20,Non spécifié
1211,وزارة الشباب والرياضة,يتضمن وضع بعض الأسلاك الخاصة بالثقافة في حالة القيام بالخدمة لدى الإدارة المكلفة بالشباب والرياضة والمؤسسات تحت الوصاية.,قرار وزاري مشترك ممضي في 18 سبتمبر 2023,,18 سبتمبر 2023,4,23 يناير 2024،,21,Non spécifié
1212,وزارة الشباب والرياضة,يؤهل مديري الشباب والرياضة في الولايات لتمثيل وزير الشباب والرياضة في الدعاوى المرفوعة أمام العدالة.,قرار ممضي في 12 أكتوبر 2023,,12 أكتوبر 2023,4,23 يناير 2024،,22,Non spécifié
1213,وزارة التضامن الوطني والأسرة وقضايا المرأة,يعدل القرار المؤرخ في 22 صفر عام 1444 الموافق 18 سبتمبر سنة 2022 والمتضمن تعيين أعضاء مجلس توجيه المركز الوطني لاستقبال الفتيات والنساء ضحايا العنف ومن هن في وضع صعب لمستغانم، ولاية مستغانم.,قرار ممضي في 31 أكتوبر 2023,,31 أكتوبر 2023,4,23 يناير 2024،,22,Non spécifié
1214,وزارة الفلاحة والتنمية الريفية,يعدل القرار المؤرخ في 18 شوال عام 1443 الموافق 19 مايو سنة 2022 والمتضمن تعيين أعضاء مجلس إدارة الديوان الوطني لتنمية تربية الخيول والإبل.,قرار ممضي في 01 أكتوبر 2023,,01 أكتوبر 2023,4,23 يناير 2024،,23,السياسة
1215,وزارة الفلاحة والتنمية الريفية,يتضمن تعيين أعضاء مجلس إدارة الديوان الوطني المهني للحليب ومشتقاته.,قرار ممضي في 03 أكتوبر 2023,,03 أكتوبر 2023,4,23 يناير 2024،,23,السياسة
1216,وزارة الفلاحة والتنمية الريفية,يتضمن تعيين أعضاء اللجنة القطاعية للصفقات لوزارة الفلاحة والتنمية الريفية.,قرار ممضي في 08 أكتوبر 2023,,08 أكتوبر 2023,4,23 يناير 2024،,23,Non spécifié
1217,وزارة السكن العمران والمدينة,يتضمن تكوين لجنة الطعن المختصة إزاء موظفي الإدارة المركزية لوزارة السكن والعمران والمدينة.,قرار ممضي في 09 غشت 2023,,09 غشت 2023,4,23 يناير 2024،,24,"التجارة, الجرائم"
1218,وزارة السياحة والصناعة التقليدية,يتضمن تقرير إعداد مخططات التهيئة السياحية لمناطق التوسع والمواقع السياحية لكل من تيوت ورويس الجير وفوناسة (ولاية النعامة).,قرار ممضي في 14 سبتمبر 2023,,14 سبتمبر 2023,4,23 يناير 2024،,25,Non spécifié
1219,المحكمة الدستورية,يتعلق بملف الإخطار بشأن رفع الحصانة البرلمانية عن عضو مجلس الأمة.,قرار,01/D.CC/LI,13 نوفمبر 2023,5,25 يناير 2024،,4,Non spécifié
